Timestamp,Source_IP,Dest_IP,Protocol,Port,Size
2025-11-21 15:32:54.799807,192.168.1.153,192.168.1.1,UDP,32609,931
2025-11-21 15:32:54.799812,192.0.2.15,192.168.1.1,TCP,80,47
2025-11-21 15:32:54.799817,192.168.1.68,192.168.1.1,TCP,48314,1440
2025-11-21 15:32:54.799822,198.18.0.40,192.168.1.1,UDP,80,44
2025-11-21 15:32:54.799827,192.168.1.128,192.168.1.1,TCP,46459,131
2025-11-21 15:32:54.799832,192.168.1.70,192.168.1.1,UDP,14754,1276
2025-11-21 15:32:54.799837,192.168.1.94,192.168.1.1,TCP,37232,849
2025-11-21 15:32:54.799842,192.168.1.151,192.168.1.1,TCP,22296,676
2025-11-21 15:32:54.799847,192.0.2.15,192.168.1.1,UDP,80,35
2025-11-21 15:32:54.799852,198.18.0.30,192.168.1.1,UDP,80,21
2025-11-21 15:32:54.799858,192.168.1.113,192.168.1.1,TCP,46422,1070
2025-11-21 15:32:54.799864,192.168.1.97,192.168.1.1,TCP,43388,954
2025-11-21 15:32:54.799869,192.168.1.54,192.168.1.1,UDP,64952,287
2025-11-21 15:32:54.799874,192.168.1.163,192.168.1.1,TCP,60296,104
2025-11-21 15:32:54.799879,192.0.2.5,192.168.1.1,TCP,80,40
2025-11-21 15:32:54.799884,192.168.1.89,192.168.1.1,UDP,60270,1093
2025-11-21 15:32:54.799889,198.18.0.16,192.168.1.1,UDP,80,18
2025-11-21 15:32:54.799894,192.168.1.197,192.168.1.1,UDP,15028,479
2025-11-21 15:32:54.799900,192.168.1.178,192.168.1.1,UDP,28065,1080
2025-11-21 15:32:54.799905,192.168.1.57,192.168.1.1,TCP,52169,1236
2025-11-21 15:32:54.799910,203.0.113.100,192.168.1.1,TCP,80,19
2025-11-21 15:32:54.799915,192.168.1.131,192.168.1.1,UDP,55899,629
2025-11-21 15:32:54.799921,192.168.1.168,192.168.1.1,TCP,12989,363
2025-11-21 15:32:54.799926,192.168.1.126,192.168.1.1,TCP,56907,1028
2025-11-21 15:32:54.799931,192.168.1.157,192.168.1.1,TCP,16375,495
2025-11-21 15:32:54.799946,192.168.1.129,192.168.1.1,TCP,37269,440
2025-11-21 15:32:54.799952,198.18.0.30,192.168.1.1,TCP,80,46
2025-11-21 15:32:54.799957,192.168.1.123,192.168.1.1,TCP,27399,1346
2025-11-21 15:32:54.799964,192.168.1.177,192.168.1.1,TCP,21495,603
2025-11-21 15:32:54.799969,192.168.1.74,192.168.1.1,UDP,60181,1360
2025-11-21 15:32:54.799976,192.168.1.108,192.168.1.1,UDP,31292,841
2025-11-21 15:32:54.799982,192.168.1.153,192.168.1.1,TCP,23209,318
2025-11-21 15:32:54.799987,198.18.0.16,192.168.1.1,TCP,80,38
2025-11-21 15:32:54.799992,192.168.1.65,192.168.1.1,TCP,49500,1078
2025-11-21 15:32:54.799998,192.168.1.98,192.168.1.1,TCP,12265,397
2025-11-21 15:32:54.800003,198.18.0.40,192.168.1.1,TCP,80,36
2025-11-21 15:32:54.800009,192.168.1.68,192.168.1.1,TCP,33852,187
2025-11-21 15:32:54.800015,192.168.1.113,192.168.1.1,TCP,59607,233
2025-11-21 15:32:54.800021,203.0.113.120,192.168.1.1,UDP,80,11
2025-11-21 15:32:54.800028,192.168.1.80,192.168.1.1,TCP,34650,585
2025-11-21 15:32:54.800033,198.18.0.40,192.168.1.1,TCP,80,10
2025-11-21 15:32:54.800038,192.168.1.195,192.168.1.1,UDP,34671,1075
2025-11-21 15:32:54.800044,192.168.1.130,192.168.1.1,TCP,2247,1240
2025-11-21 15:32:54.800051,192.168.1.194,192.168.1.1,TCP,48811,531
2025-11-21 15:32:54.800056,192.168.1.128,192.168.1.1,UDP,35575,407
2025-11-21 15:32:54.800062,192.0.2.1,192.168.1.1,TCP,80,17
2025-11-21 15:32:54.800068,192.168.1.195,192.168.1.1,UDP,44836,1318
2025-11-21 15:32:54.800074,198.18.0.16,192.168.1.1,UDP,80,42
2025-11-21 15:32:54.800080,192.168.1.172,192.168.1.1,UDP,14317,299
2025-11-21 15:32:54.800087,198.18.0.30,192.168.1.1,UDP,80,12
2025-11-21 15:32:54.800094,192.168.1.110,192.168.1.1,TCP,14393,699
2025-11-21 15:32:54.800101,192.168.1.85,192.168.1.1,UDP,22106,280
2025-11-21 15:32:54.800107,192.168.1.137,192.168.1.1,UDP,38468,1018
2025-11-21 15:32:54.800114,192.168.1.104,192.168.1.1,UDP,18686,537
2025-11-21 15:32:54.800119,192.168.1.143,192.168.1.1,UDP,46384,859
2025-11-21 15:32:54.800126,192.168.1.65,192.168.1.1,UDP,45312,1246
2025-11-21 15:32:54.800132,192.168.1.92,192.168.1.1,TCP,4254,1397
2025-11-21 15:32:54.800137,198.18.0.1,192.168.1.1,TCP,80,13
2025-11-21 15:32:54.800143,192.168.1.132,192.168.1.1,TCP,5717,1055
2025-11-21 15:32:54.800147,192.168.1.131,192.168.1.1,TCP,41214,675
2025-11-21 15:32:54.800152,192.168.1.156,192.168.1.1,TCP,54671,1454
2025-11-21 15:32:54.800157,192.168.1.145,192.168.1.1,UDP,8298,944
2025-11-21 15:32:54.800163,192.168.1.132,192.168.1.1,TCP,31506,882
2025-11-21 15:32:54.800168,192.168.1.192,192.168.1.1,TCP,27315,672
2025-11-21 15:32:54.800173,192.168.1.193,192.168.1.1,TCP,8819,1035
2025-11-21 15:32:54.800179,192.168.1.156,192.168.1.1,UDP,14851,731
2025-11-21 15:32:54.800184,192.168.1.127,192.168.1.1,UDP,62301,170
2025-11-21 15:32:54.800190,198.18.0.30,192.168.1.1,TCP,80,49
2025-11-21 15:32:54.800196,192.168.1.139,192.168.1.1,UDP,53470,1280
2025-11-21 15:32:54.800203,192.168.1.89,192.168.1.1,UDP,40932,1448
2025-11-21 15:32:54.800212,192.168.1.102,192.168.1.1,TCP,20459,1014
2025-11-21 15:32:54.800221,192.0.2.1,192.168.1.1,UDP,80,16
2025-11-21 15:32:54.800229,192.168.1.147,192.168.1.1,TCP,18057,1222
2025-11-21 15:32:54.800235,192.168.1.186,192.168.1.1,TCP,5571,440
2025-11-21 15:32:54.800240,192.0.2.20,192.168.1.1,TCP,80,13
2025-11-21 15:32:54.800246,192.168.1.173,192.168.1.1,UDP,8931,1039
2025-11-21 15:32:54.800252,192.168.1.85,192.168.1.1,UDP,31492,1354
2025-11-21 15:32:54.800258,192.168.1.137,192.168.1.1,UDP,60380,1350
2025-11-21 15:32:54.800264,192.168.1.50,192.168.1.1,UDP,14408,186
2025-11-21 15:32:54.800269,192.168.1.140,192.168.1.1,UDP,60516,1298
2025-11-21 15:32:54.800275,192.168.1.169,192.168.1.1,TCP,36157,1375
2025-11-21 15:32:54.800281,192.168.1.100,192.168.1.1,TCP,24650,1004
2025-11-21 15:32:54.800287,192.168.1.82,192.168.1.1,UDP,61173,104
2025-11-21 15:32:54.800294,192.168.1.139,192.168.1.1,UDP,27195,945
2025-11-21 15:32:54.800300,192.168.1.117,192.168.1.1,UDP,11943,797
2025-11-21 15:32:54.800306,192.168.1.192,192.168.1.1,UDP,32542,1053
2025-11-21 15:32:54.800312,192.168.1.144,192.168.1.1,TCP,17939,941
2025-11-21 15:32:54.800318,192.168.1.159,192.168.1.1,UDP,3083,1298
2025-11-21 15:32:54.800323,192.168.1.184,192.168.1.1,UDP,27816,1275
2025-11-21 15:32:54.800330,192.168.1.97,192.168.1.1,UDP,2118,265
2025-11-21 15:32:54.800336,192.168.1.197,192.168.1.1,TCP,46505,1367
2025-11-21 15:32:54.800341,192.168.1.95,192.168.1.1,UDP,53449,1007
2025-11-21 15:32:54.800347,192.168.1.183,192.168.1.1,UDP,33231,799
2025-11-21 15:32:54.800353,192.168.1.122,192.168.1.1,TCP,39170,1352
2025-11-21 15:32:54.800359,192.168.1.64,192.168.1.1,UDP,15924,1115
2025-11-21 15:32:54.800364,203.0.113.120,192.168.1.1,TCP,80,42
2025-11-21 15:32:54.800370,192.168.1.67,192.168.1.1,UDP,58752,302
2025-11-21 15:32:54.800376,192.168.1.135,192.168.1.1,TCP,33625,1089
2025-11-21 15:32:54.800383,192.168.1.51,192.168.1.1,UDP,8685,297
2025-11-21 15:32:54.800388,192.168.1.52,192.168.1.1,UDP,27957,824
2025-11-21 15:32:54.800394,192.168.1.179,192.168.1.1,UDP,45889,1375
2025-11-21 15:32:54.800400,192.168.1.145,192.168.1.1,TCP,63813,285
2025-11-21 15:32:54.800405,192.168.1.113,192.168.1.1,UDP,38990,436
2025-11-21 15:32:54.800411,192.168.1.131,192.168.1.1,TCP,13935,275
2025-11-21 15:32:54.800416,192.168.1.197,192.168.1.1,UDP,54908,1210
2025-11-21 15:32:54.800422,192.168.1.76,192.168.1.1,TCP,65150,1357
2025-11-21 15:32:54.800427,192.168.1.164,192.168.1.1,TCP,33928,321
2025-11-21 15:32:54.800432,192.168.1.199,192.168.1.1,UDP,52329,1172
2025-11-21 15:32:54.800437,192.168.1.161,192.168.1.1,UDP,37716,453
2025-11-21 15:32:54.800442,192.168.1.104,192.168.1.1,UDP,18542,1072
2025-11-21 15:32:54.800448,192.168.1.178,192.168.1.1,TCP,20732,1282
2025-11-21 15:32:54.800453,192.168.1.84,192.168.1.1,UDP,55970,373
2025-11-21 15:32:54.800458,192.168.1.67,192.168.1.1,UDP,9848,1168
2025-11-21 15:32:54.800464,192.168.1.67,192.168.1.1,TCP,57772,1169
2025-11-21 15:32:54.800469,192.168.1.189,192.168.1.1,UDP,34481,1179
2025-11-21 15:32:54.800474,192.168.1.198,192.168.1.1,TCP,63155,897
2025-11-21 15:32:54.800479,192.168.1.188,192.168.1.1,TCP,25365,651
2025-11-21 15:32:54.800485,192.168.1.166,192.168.1.1,TCP,40094,847
2025-11-21 15:32:54.800490,203.0.113.100,192.168.1.1,UDP,80,33
2025-11-21 15:32:54.800495,192.168.1.175,192.168.1.1,TCP,17440,975
2025-11-21 15:32:54.800500,192.168.1.197,192.168.1.1,UDP,29541,545
2025-11-21 15:32:54.800506,192.168.1.135,192.168.1.1,TCP,29267,1419
2025-11-21 15:32:54.800511,192.168.1.174,192.168.1.1,TCP,39125,1197
2025-11-21 15:32:54.800516,192.168.1.113,192.168.1.1,TCP,59054,1339
2025-11-21 15:32:54.800520,192.168.1.125,192.168.1.1,UDP,22956,574
2025-11-21 15:32:54.800526,192.168.1.78,192.168.1.1,TCP,3320,406
2025-11-21 15:32:54.800530,192.168.1.85,192.168.1.1,UDP,18291,476
2025-11-21 15:32:54.800535,192.168.1.82,192.168.1.1,TCP,29200,1041
2025-11-21 15:32:54.800540,192.168.1.73,192.168.1.1,TCP,27155,1195
2025-11-21 15:32:54.800544,192.168.1.191,192.168.1.1,TCP,28376,142
2025-11-21 15:32:54.800549,192.168.1.195,192.168.1.1,UDP,18825,1273
2025-11-21 15:32:54.800554,192.168.1.197,192.168.1.1,TCP,38712,635
2025-11-21 15:32:54.800559,192.168.1.58,192.168.1.1,UDP,24824,1419
2025-11-21 15:32:54.800565,192.168.1.187,192.168.1.1,TCP,10209,600
2025-11-21 15:32:54.800571,192.0.2.20,192.168.1.1,TCP,80,35
2025-11-21 15:32:54.800577,192.168.1.112,192.168.1.1,UDP,35344,1366
2025-11-21 15:32:54.800583,192.168.1.146,192.168.1.1,UDP,26144,355
2025-11-21 15:32:54.800588,192.168.1.171,192.168.1.1,TCP,27306,137
2025-11-21 15:32:54.800593,192.168.1.180,192.168.1.1,UDP,46423,566
2025-11-21 15:32:54.800598,192.168.1.140,192.168.1.1,UDP,55137,908
2025-11-21 15:32:54.800604,192.168.1.175,192.168.1.1,UDP,5001,1154
2025-11-21 15:32:54.800610,192.168.1.176,192.168.1.1,TCP,18517,709
2025-11-21 15:32:54.800615,203.0.113.100,192.168.1.1,UDP,80,48
2025-11-21 15:32:54.800620,192.168.1.94,192.168.1.1,UDP,45186,1252
2025-11-21 15:32:54.800625,192.168.1.82,192.168.1.1,UDP,4195,410
2025-11-21 15:32:54.800630,192.168.1.104,192.168.1.1,TCP,37914,883
2025-11-21 15:32:54.800635,192.168.1.75,192.168.1.1,TCP,7244,1081
2025-11-21 15:32:54.800653,192.168.1.171,192.168.1.1,TCP,50661,858
2025-11-21 15:32:54.800659,192.168.1.61,192.168.1.1,UDP,38019,171
2025-11-21 15:32:54.800664,192.168.1.132,192.168.1.1,TCP,60043,695
2025-11-21 15:32:54.800669,192.168.1.135,192.168.1.1,TCP,17706,221
2025-11-21 15:32:54.800674,192.168.1.191,192.168.1.1,UDP,23413,879
2025-11-21 15:32:54.800679,192.168.1.70,192.168.1.1,UDP,50785,816
2025-11-21 15:32:54.800684,192.168.1.128,192.168.1.1,TCP,64432,859
2025-11-21 15:32:54.800689,192.168.1.166,192.168.1.1,UDP,64526,1395
2025-11-21 15:32:54.800694,192.168.1.183,192.168.1.1,UDP,47427,193
2025-11-21 15:32:54.800699,192.168.1.70,192.168.1.1,UDP,17661,645
2025-11-21 15:32:54.800705,192.168.1.191,192.168.1.1,UDP,32985,493
2025-11-21 15:32:54.800710,192.168.1.188,192.168.1.1,UDP,65032,578
2025-11-21 15:32:54.800715,192.168.1.135,192.168.1.1,UDP,6686,358
2025-11-21 15:32:54.800720,192.168.1.76,192.168.1.1,TCP,1633,1320
2025-11-21 15:32:54.800726,192.168.1.182,192.168.1.1,UDP,6039,280
2025-11-21 15:32:54.800731,192.168.1.52,192.168.1.1,TCP,36851,1168
2025-11-21 15:32:54.800736,192.168.1.170,192.168.1.1,TCP,3990,321
2025-11-21 15:32:54.800741,192.168.1.110,192.168.1.1,TCP,50473,1142
2025-11-21 15:32:54.800745,192.168.1.186,192.168.1.1,TCP,44166,947
2025-11-21 15:32:54.800750,192.168.1.194,192.168.1.1,UDP,59664,1345
2025-11-21 15:32:54.800755,192.168.1.167,192.168.1.1,UDP,33735,273
2025-11-21 15:32:54.800760,192.168.1.178,192.168.1.1,UDP,35682,289
2025-11-21 15:32:54.800765,192.168.1.119,192.168.1.1,TCP,1489,257
2025-11-21 15:32:54.800770,192.168.1.184,192.168.1.1,TCP,55718,876
2025-11-21 15:32:54.800774,198.18.0.30,192.168.1.1,TCP,80,10
2025-11-21 15:32:54.800779,192.168.1.136,192.168.1.1,TCP,21867,442
2025-11-21 15:32:54.800784,192.168.1.153,192.168.1.1,TCP,35468,470
2025-11-21 15:32:54.800789,192.168.1.145,192.168.1.1,TCP,30927,489
2025-11-21 15:32:54.800794,192.168.1.70,192.168.1.1,TCP,20447,1278
2025-11-21 15:32:54.800799,192.168.1.140,192.168.1.1,UDP,50073,1443
2025-11-21 15:32:54.800804,192.168.1.188,192.168.1.1,TCP,63895,611
2025-11-21 15:32:54.800809,192.168.1.199,192.168.1.1,TCP,7161,1198
2025-11-21 15:32:54.800814,198.18.0.30,192.168.1.1,TCP,80,43
2025-11-21 15:32:54.800819,203.0.113.100,192.168.1.1,UDP,80,22
2025-11-21 15:32:54.800825,192.168.1.196,192.168.1.1,UDP,17402,1276
2025-11-21 15:32:54.800830,192.168.1.107,192.168.1.1,UDP,31831,1253
2025-11-21 15:32:54.800836,198.18.0.30,192.168.1.1,UDP,80,25
2025-11-21 15:32:54.800841,192.168.1.152,192.168.1.1,UDP,45735,266
2025-11-21 15:32:54.800847,192.168.1.200,192.168.1.1,TCP,32942,207
2025-11-21 15:32:54.800852,192.168.1.69,192.168.1.1,TCP,57745,1173
2025-11-21 15:32:54.800856,192.0.2.20,192.168.1.1,UDP,80,34
2025-11-21 15:32:54.800862,192.168.1.61,192.168.1.1,UDP,53245,118
2025-11-21 15:32:54.800868,192.168.1.127,192.168.1.1,UDP,53635,741
2025-11-21 15:32:54.800873,192.168.1.187,192.168.1.1,UDP,15623,1408
2025-11-21 15:32:54.800879,192.168.1.118,192.168.1.1,UDP,19358,290
2025-11-21 15:32:54.800884,192.168.1.117,192.168.1.1,UDP,51339,326
2025-11-21 15:32:54.800889,192.168.1.93,192.168.1.1,UDP,55463,854
2025-11-21 15:32:54.800894,192.0.2.5,192.168.1.1,UDP,80,11
2025-11-21 15:32:54.800899,192.168.1.184,192.168.1.1,TCP,10665,1487
2025-11-21 15:32:54.800904,192.168.1.173,192.168.1.1,TCP,36932,1149
2025-11-21 15:32:54.800908,192.168.1.180,192.168.1.1,TCP,45680,877
2025-11-21 15:32:54.800913,192.168.1.143,192.168.1.1,TCP,6196,1264
2025-11-21 15:32:54.800918,192.168.1.102,192.168.1.1,TCP,50246,221
2025-11-21 15:32:54.800923,192.168.1.150,192.168.1.1,TCP,5731,957
2025-11-21 15:32:54.800928,192.168.1.80,192.168.1.1,UDP,2105,129
2025-11-21 15:32:54.800934,192.168.1.123,192.168.1.1,UDP,56731,1050
2025-11-21 15:32:54.800939,192.168.1.183,192.168.1.1,UDP,47381,340
2025-11-21 15:32:54.800945,192.168.1.98,192.168.1.1,TCP,55666,1057
2025-11-21 15:32:54.800950,192.168.1.54,192.168.1.1,TCP,28945,1411
2025-11-21 15:32:54.800955,192.168.1.58,192.168.1.1,UDP,10863,691
2025-11-21 15:32:54.800960,192.168.1.140,192.168.1.1,TCP,6278,1498
2025-11-21 15:32:54.800965,192.168.1.64,192.168.1.1,UDP,53091,994
2025-11-21 15:32:54.800970,192.168.1.145,192.168.1.1,TCP,43154,512
2025-11-21 15:32:54.800977,192.168.1.139,192.168.1.1,TCP,49940,497
2025-11-21 15:32:54.800983,192.168.1.177,192.168.1.1,TCP,64936,940
2025-11-21 15:32:54.800989,192.168.1.50,192.168.1.1,UDP,49040,762
2025-11-21 15:32:54.800995,192.168.1.134,192.168.1.1,TCP,29502,429
2025-11-21 15:32:54.801001,192.168.1.79,192.168.1.1,UDP,36109,445
2025-11-21 15:32:54.801006,198.18.0.1,192.168.1.1,TCP,80,26
2025-11-21 15:32:54.801011,192.168.1.168,192.168.1.1,UDP,58994,1047
2025-11-21 15:32:54.801016,192.168.1.58,192.168.1.1,UDP,56690,1485
2025-11-21 15:32:54.801022,192.168.1.142,192.168.1.1,UDP,60030,745
2025-11-21 15:32:54.801027,192.168.1.88,192.168.1.1,UDP,32367,776
2025-11-21 15:32:54.801032,192.168.1.65,192.168.1.1,TCP,12110,1406
2025-11-21 15:32:54.801038,192.168.1.165,192.168.1.1,TCP,28183,702
2025-11-21 15:32:54.801043,192.168.1.79,192.168.1.1,UDP,50501,1217
2025-11-21 15:32:54.801048,192.168.1.78,192.168.1.1,TCP,61160,1195
2025-11-21 15:32:54.801054,192.168.1.110,192.168.1.1,TCP,7199,1342
2025-11-21 15:32:54.801059,192.168.1.123,192.168.1.1,UDP,9999,150
2025-11-21 15:32:54.801064,192.0.2.5,192.168.1.1,UDP,80,14
2025-11-21 15:32:54.801069,192.168.1.194,192.168.1.1,UDP,54808,1298
2025-11-21 15:32:54.801075,192.168.1.139,192.168.1.1,UDP,13128,236
2025-11-21 15:32:54.801080,192.168.1.137,192.168.1.1,TCP,19831,642
2025-11-21 15:32:54.801085,192.168.1.176,192.168.1.1,TCP,37972,319
2025-11-21 15:32:54.801089,192.168.1.139,192.168.1.1,UDP,6651,1366
2025-11-21 15:32:54.801094,192.168.1.73,192.168.1.1,UDP,22351,983
2025-11-21 15:32:54.801100,192.168.1.61,192.168.1.1,TCP,27815,691
2025-11-21 15:32:54.801105,192.168.1.198,192.168.1.1,UDP,51648,255
2025-11-21 15:32:54.801110,192.168.1.156,192.168.1.1,UDP,61226,170
2025-11-21 15:32:54.801114,192.168.1.143,192.168.1.1,UDP,31323,1027
2025-11-21 15:32:54.801120,192.168.1.131,192.168.1.1,UDP,59151,203
2025-11-21 15:32:54.801125,192.168.1.146,192.168.1.1,TCP,30347,1343
2025-11-21 15:32:54.801130,192.168.1.148,192.168.1.1,UDP,6376,1085
2025-11-21 15:32:54.801136,192.168.1.174,192.168.1.1,UDP,17406,1069
